Entity,Code,Year,70+ years old (deaths),15-49 years old (deaths),50-69 years old (deaths)
North Africa and Middle East,,2006,77788.7815783,41092.7694532,107045.942769
North Africa and Middle East,,2010,81727.021453,42288.3235048,116933.792745
North Africa and Middle East,,2016,89406.1531664,46631.1925581,135122.752022
North America,,1990,240220.199374,31026.0598961,196135.652475
North America,,1995,272290.693497,31748.3367818,181017.442762
North America,,2000,296391.54592,32082.3498547,170831.596277
North America,,2005,295779.344771,30967.748258,175849.315366
North America,,2006,291198.318207,29701.5032017,175693.125516
North America,,2010,282658.311464,23768.5487426,177233.64259
North America,,2016,308059.465953,20038.3340457,197676.031338
North Korea,PRK,1990,11737.0526186,4041.48143617,13967.7282693
North Korea,PRK,1995,14495.4760079,4087.01449219,18386.2265595
North Korea,PRK,2000,17010.773899,4893.0165188,23257.4576605
North Korea,PRK,2005,20490.4046702,6875.4583305,25656.2943321
North Korea,PRK,2006,21403.0719245,7007.75666105,25882.7080891
North Korea,PRK,2010,25825.1987222,6981.59848148,26965.9210281
North Korea,PRK,2016,31481.7744973,7457.94826142,27220.1792217
Northern Ireland,,1990,1972.54363957,153.20556077,1418.93774241
Northern Ireland,,1995,1924.2904707,131.41561441,1139.19724561
Northern Ireland,,2000,1878.1014241,116.548923113,930.304685824
Northern Ireland,,2005,1772.9329243,110.06591481,843.080168458
Northern Ireland,,2006,1765.28484385,111.385315116,837.540685368
Northern Ireland,,2010,1744.69069457,104.591873977,830.495247935
Northern Ireland,,2016,1993.77341557,96.2171354186,887.952707198
Northern Mariana Islands,MNP,1990,5.06209495609,7.4525539668,9.40836033925
Northern Mariana Islands,MNP,1995,5.84538321834,8.39378262153,10.1906673939
Northern Mariana Islands,MNP,2000,5.83174857808,8.77133997086,10.8958455104
Northern Mariana Islands,MNP,2005,6.2400694382,10.4725254993,13.406916455
Northern Mariana Islands,MNP,2006,6.29347264211,10.9690033831,14.0139837055
Northern Mariana Islands,MNP,2010,6.64425877016,13.8676652995,17.2347137223
Northern Mariana Islands,MNP,2016,7.75320565001,18.6453175636,22.7906897033
Norway,NOR,1990,4342.11653725,318.100734782,2438.99096731
Norway,NOR,1995,4625.44899092,320.324537541,2129.83746613
Norway,NOR,2000,4834.09174343,274.702184707,1969.71451581
Norway,NOR,2005,4587.10437812,208.798630293,1865.21076105
Norway,NOR,2006,4550.23519589,196.0250325,1881.60421808
Norway,NOR,2010,4520.5114125,160.255362029,1932.76494091
Norway,NOR,2016,4119.17598288,114.452448291,1755.78984354
Oceania,,1990,1507.01500733,2044.83886034,3969.7766408
Oceania,,1995,1726.17798804,2307.95608454,4349.46109943
Oceania,,2000,1927.71912824,2600.04387509,4789.83599635
Oceania,,2005,2214.68961949,3121.18997512,5674.38871004
Oceania,,2006,2280.44070145,3225.12102569,5863.64002825
Oceania,,2010,2511.23809769,3601.80576568,6583.64019515
Oceania,,2016,2873.22193881,3873.16110983,7115.91749947
Oman,OMN,1990,91.8707784343,106.488734174,127.604687277
Oman,OMN,1995,102.871507375,135.958734716,167.210921119
Oman,OMN,2000,115.64197787,93.5889581169,159.115276733
Oman,OMN,2005,93.5361359853,82.1954195898,161.054886336
Oman,OMN,2006,94.9149203214,81.8772014922,162.230045119
Oman,OMN,2010,122.033862355,86.6321504541,203.150613806
Oman,OMN,2016,191.128414371,179.562373035,358.783611247
Pakistan,PAK,1990,22096.0845425,12379.5760895,34130.1580655
Pakistan,PAK,1995,30569.7005584,15893.3025249,46585.8881313
Pakistan,PAK,2000,38644.8584602,19199.6905043,57307.9683857
Pakistan,PAK,2005,43555.5695834,22192.0292388,61785.6132873
Pakistan,PAK,2006,43476.8575369,22248.0980107,61343.6506817
Pakistan,PAK,2010,43995.1364942,22312.6703571,60609.0374156
Pakistan,PAK,2016,46103.2189489,22905.1774378,61865.4275045
Palestine,PSE,1990,235.524406267,158.494311272,298.224107959
Palestine,PSE,1995,306.898429566,166.587922044,364.502430435
Palestine,PSE,2000,453.421527312,188.881911671,497.069834952
Palestine,PSE,2005,545.011398087,266.932718746,606.132702225
Palestine,PSE,2006,555.856123324,277.939011947,624.509898046
Palestine,PSE,2010,677.11711711,292.345338317,721.267401962
Palestine,PSE,2016,941.385012693,395.488685235,987.360495085
Panama,PAN,1990,381.833934525,80.7071284224,293.284440693
Panama,PAN,1995,461.320614427,87.6650307804,313.788902294
Panama,PAN,2000,466.654862842,69.7755719201,291.413659497
Panama,PAN,2005,536.98272071,72.6963505588,301.575476015
Panama,PAN,2006,524.873705744,72.6641526121,296.436188876
Panama,PAN,2010,469.543152664,64.8010739649,280.604351397
Panama,PAN,2016,465.669946772,51.7765487034,259.504297826
Papua New Guinea,PNG,1990,1080.05064663,1613.41441501,3171.08564331
Papua New Guinea,PNG,1995,1257.5211955,1813.12837985,3478.57935885
Papua New Guinea,PNG,2000,1428.62247048,2069.16530053,3853.9060734
Papua New Guinea,PNG,2005,1658.12321144,2557.27079698,4640.08623293
Papua New Guinea,PNG,2006,1712.99534421,2655.18568058,4799.70540395
Papua New Guinea,PNG,2010,1896.40943726,3016.39513958,5414.01403335
Papua New Guinea,PNG,2016,2193.9393239,3248.36243757,5809.21981627
Paraguay,PRY,1990,695.152213784,207.963719509,689.524826095
Paraguay,PRY,1995,853.834018242,252.583282641,824.427645353
Paraguay,PRY,2000,1063.77676304,279.388535821,943.410669651
