Entity,Code,Year,70+ years old (deaths),5-14 years old (deaths),15-49 years old (deaths),50-69 years old (deaths),Under-5s (deaths)
Bhutan,BTN,1990,18.0518498863,1.5546114205,6.56439048674,17.6773974781,66.0685626475
Bhutan,BTN,1995,18.7922546654,1.30820046541,5.14275078907,15.6008048022,45.7541992232
Bhutan,BTN,2000,21.558399082,1.44651697211,5.36787572487,15.5158589585,40.5407643714
Bhutan,BTN,2005,24.6101386373,1.15348568576,5.91899407935,15.2122835313,27.8877585945
Bhutan,BTN,2006,24.8839743136,1.08375270179,5.85140744952,15.037496744,25.1611153361
Bhutan,BTN,2010,27.8820774008,0.836263312347,5.89045505596,15.5638452332,16.2142186787
Bhutan,BTN,2016,38.7944673238,0.540658112371,6.8470571835,18.9467505463,7.46703759531
Bolivia,BOL,1990,184.212325466,20.83269344,61.4074559199,138.682617365,603.603207449
Bolivia,BOL,1995,194.460395912,17.4613730815,57.2671454554,136.282540352,452.693905388
Bolivia,BOL,2000,212.682488303,13.9468180287,51.2878776,125.639642537,318.442958381
Bolivia,BOL,2005,230.600914065,12.3123949079,48.0187473902,120.909708459,234.738338988
Bolivia,BOL,2006,227.378657273,11.7650686807,46.8339053434,119.469690679,216.108996929
Bolivia,BOL,2010,238.121366526,9.57946285502,44.7930310443,123.924218071,152.417126109
Bolivia,BOL,2016,283.656244962,7.02513642534,45.139729853,134.120146368,94.0267517435
Bosnia and Herzegovina,BIH,1990,340.827044468,2.27460560778,27.3929690715,209.353063638,11.4646131928
Bosnia and Herzegovina,BIH,1995,350.132278517,1.7974403575,29.0491586528,220.63934526,8.38751862782
Bosnia and Herzegovina,BIH,2000,384.22446201,1.12924719019,22.301574615,198.625179288,3.948946106
Bosnia and Herzegovina,BIH,2005,491.855178855,0.809920738117,19.5877073298,193.858054225,2.7900623413
Bosnia and Herzegovina,BIH,2006,511.355236721,0.772568039993,18.8204613948,187.842759516,2.67436646191
Bosnia and Herzegovina,BIH,2010,641.852085899,0.55432191965,15.3242007543,174.087588174,2.07772890963
Bosnia and Herzegovina,BIH,2016,680.301374828,0.367290489906,12.6550536628,192.813387693,1.27666867922
Botswana,BWA,1990,52.4002981552,3.40921591144,19.9529698679,46.7948326257,30.9355029352
Botswana,BWA,1995,64.1701522971,3.41978668352,25.9297943599,55.126798151,34.7927003163
Botswana,BWA,2000,95.7292921363,3.89318052435,43.2739320966,86.8332263411,39.2824233124
Botswana,BWA,2005,109.966838481,3.43079701867,41.5311622609,94.5803163043,32.659275471
Botswana,BWA,2006,108.901036293,3.33082760803,39.3326018427,91.573227323,29.3152825319
Botswana,BWA,2010,106.639448617,2.8022113549,34.8164712055,85.2186260739,17.9347438911
Botswana,BWA,2016,118.288135573,1.9105178546,37.8247908738,96.3370801812,7.98602702296
Brazil,BRA,1990,7535.28155146,279.906225322,1709.73567136,4897.69789856,5480.88673361
Brazil,BRA,1995,8286.50231411,214.382538985,1846.23656513,5346.77953007,3701.52548865
Brazil,BRA,2000,8324.02704535,149.416167886,1826.79697991,5249.64671016,2055.33409229
Brazil,BRA,2005,8271.71974489,117.282516686,1745.68462869,5127.84064927,1239.58621614
Brazil,BRA,2006,8246.36210466,112.727079638,1731.08236319,5079.67391538,1126.43503425
Brazil,BRA,2010,8471.1031675,91.6409972316,1761.92736358,5083.99426519,780.34096363
Brazil,BRA,2016,12084.0158649,84.5830512099,2208.80388903,7100.28596226,686.013068617
Brunei,BRN,1990,5.16067057577,0.171590038688,3.15494449611,4.45350678971,1.2446160704
Brunei,BRN,1995,5.29921816415,0.160417729642,3.82694850842,4.824615419,1.0218769011
Brunei,BRN,2000,4.36472047562,0.165998555276,3.82682905515,4.91838021039,0.945068096688
Brunei,BRN,2005,5.66772121577,0.161387898406,3.6516182617,6.04656033344,0.814306994264
Brunei,BRN,2006,5.89341364885,0.160900336482,3.77629429602,6.37239908743,0.784568769004
Brunei,BRN,2010,7.08654851508,0.152626739911,3.73038914704,7.21757481103,0.706205625276
Brunei,BRN,2016,8.7040774927,0.137690390333,4.06589482989,10.3591480197,0.730825878936
Bulgaria,BGR,1990,1910.5284965,15.4751259439,76.9348080412,710.77267026,128.227778034
Bulgaria,BGR,1995,2105.81833481,11.5359197472,87.1578351837,717.921524407,81.7199449065
Bulgaria,BGR,2000,2210.84468797,6.48536496386,72.5333130047,689.747660773,64.6195996381
Bulgaria,BGR,2005,2135.57994802,4.17587047188,64.0037454091,595.655886011,44.3272730801
Bulgaria,BGR,2006,2156.04118312,4.12509148405,62.1897052883,587.393892891,41.5695131048
Bulgaria,BGR,2010,2019.77979719,3.20150929965,51.5804137968,525.070932011,36.1644283996
Bulgaria,BGR,2016,1908.33716368,2.31283275319,42.4496573631,473.533874274,19.1359208204
Burkina Faso,BFA,1990,210.456611828,31.2966481296,92.943772546,181.917152656,1173.36406475
Burkina Faso,BFA,1995,226.350095513,29.7112352524,90.4756470446,174.707819674,992.087117188
Burkina Faso,BFA,2000,229.335635261,28.6923011093,90.1261437428,174.370060664,831.662430407
Burkina Faso,BFA,2005,239.063696432,28.4872750935,94.0193429467,199.982621309,758.836091139
Burkina Faso,BFA,2006,241.445546509,28.2853710879,94.8280529356,206.27307888,715.655706667
Burkina Faso,BFA,2010,231.805485869,26.1794941759,94.5052530748,232.316063404,597.390230216
Burkina Faso,BFA,2016,279.802863913,30.0167376566,113.738780127,294.290165915,575.666977392
Burundi,BDI,1990,106.34637473,16.1472202806,75.4665395692,141.168184617,390.608254772
Burundi,BDI,1995,99.2121247525,15.3931903121,71.0818539858,128.154884214,319.152028462
Burundi,BDI,2000,105.700686104,17.913325233,72.1852465176,120.136376713,325.887081794
Burundi,BDI,2005,102.474980944,20.4789220727,70.8723458185,119.254098097,331.168574544
Burundi,BDI,2006,100.300994713,19.6315335529,69.0998616851,118.591290752,304.355588654
Burundi,BDI,2010,92.4315036786,15.7882203271,64.7866477766,122.52964891,231.449519212
Burundi,BDI,2016,91.96571443,16.2833533075,65.1132193934,138.243760152,231.680701551
Cambodia,KHM,1990,312.183647108,60.0565505775,168.386327059,320.214687122,2068.98270206
Cambodia,KHM,1995,362.598099143,73.1893480871,191.330298216,361.009062758,2040.53976745
Cambodia,KHM,2000,403.8332001,79.0132321446,245.816316047,427.197150759,2014.76363738
Cambodia,KHM,2005,471.43384334,64.539385514,257.708985409,506.963276064,1541.70392787
Cambodia,KHM,2006,482.243489825,58.0630043029,254.350076871,511.781176219,1408.7421217
Cambodia,KHM,2010,542.508188486,40.0152994125,254.336774299,556.200329969,961.228034409
Cambodia,KHM,2016,623.076951051,30.4262191638,245.860054284,613.333643205,586.169783072
Cameroon,CMR,1990,230.169306779,24.5677422311,70.8875798519,162.672334946,535.925297813
Cameroon,CMR,1995,272.542547932,26.830243613,85.5486895917,197.092977871,576.369239532
Cameroon,CMR,2000,350.938046735,28.9671140054,118.816447736,263.331995589,626.541117818
Cameroon,CMR,2005,349.799435563,26.814383344,125.842335479,258.078086626,555.778556017
Cameroon,CMR,2006,327.327125938,26.7015831256,121.330029966,240.536101016,546.820343015
Cameroon,CMR,2010,345.802701595,30.0089942957,127.541161377,244.305230115,591.939882214
Cameroon,CMR,2016,380.020609949,30.0252507268,144.632189088,266.668695684,528.502851026
Canada,CAN,1990,1471.52814719,3.30430099844,120.723704863,684.296662088,18.098951596
Canada,CAN,1995,1586.14363974,2.84944915399,121.904341603,625.769889474,13.9718423116
Canada,CAN,2000,1521.55565884,2.06032705686,113.463131315,554.219285521,9.19583429119
Canada,CAN,2005,1365.7893441,1.5201484573,112.286214276,526.498280238,8.13068280382
Canada,CAN,2006,1350.49751922,1.49256869494,111.708929368,528.826714724,8.10534904637
Canada,CAN,2010,1340.525106,1.157099937,102.760760764,552.525837981,7.88603480312
Canada,CAN,2016,1485.64376038,1.20603139433,96.2932146136,626.234495705,7.66715427563
Cape Verde,CPV,1990,9.67005528852,0.492276078615,1.67254297033,5.31016821769,6.83917229906
Cape Verde,CPV,1995,9.20080403387,0.446370140345,1.74445028226,5.5625990682,6.70191556901
Cape Verde,CPV,2000,10.2277116798,0.354585054728,1.8626672707,5.2007274144,5.09844769499
Cape Verde,CPV,2005,12.1987734151,0.257594201973,1.84180769008,4.83251312652,3.09636671966
Cape Verde,CPV,2006,12.1330482478,0.239244907984,1.81431454775,4.56849548573,2.84225346307
Cape Verde,CPV,2010,13.1406880141,0.157520208347,1.77544219076,3.97133812117,1.69952171772
Cape Verde,CPV,2016,12.8070374807,0.107107335935,1.65745935603,4.68926976893,0.919376533632
Caribbean,,1990,2128.34672069,30.0077559645,331.361263807,999.558420011,604.845954573
Caribbean,,1995,2392.36337939,23.9786709877,323.941186787,1030.33273234,416.698954455
Caribbean,,2000,2384.20681673,20.5727464964,300.892426557,1012.76492141,320.177832038
Caribbean,,2005,2345.74448367,17.3177475596,282.15824821,971.567638987,272.610342119
Caribbean,,2006,2341.10260576,16.6551452114,283.298190783,970.552760351,266.090617418
Caribbean,,2010,2328.07612677,14.3428351138,285.362145798,977.303400604,229.614939998
Caribbean,,2016,2493.14841458,10.9961625269,278.234574825,1095.06232768,141.554570759
Central African Republic,CAF,1990,81.0197290301,6.12123530508,32.3732040527,85.7992784902,217.077619494
Central African Republic,CAF,1995,93.3117301493,6.53243710595,36.9789522744,98.1807018618,236.212913715
Central African Republic,CAF,2000,113.280207472,6.93163522239,42.1024802712,111.421654019,233.175588759
Central African Republic,CAF,2005,105.918681723,6.09162513921,35.2559826169,93.1346263753,184.585634005
Central African Republic,CAF,2006,105.198216991,7.02072418519,34.9934791241,91.0301830467,199.162337742
Central African Republic,CAF,2010,111.828598459,7.43856760974,35.8890877867,95.4780795209,204.41692842
Central African Republic,CAF,2016,121.847446108,6.54900622566,40.9943330473,106.311182492,174.057201334
Central Asia,,1990,6287.8138897,290.71202358,823.429894843,3853.31579843,7346.88210394
Central Asia,,1995,7030.77266128,374.841148867,1250.84889171,5159.96890904,5816.73812429
Central Asia,,2000,7699.19375543,334.470419787,1359.91053689,4836.70104773,3732.33306983
Central Asia,,2005,8435.09400267,221.442463444,1486.46371176,4882.47989832,2945.40824175
Central Asia,,2006,8550.57243642,203.363192121,1499.90383139,4756.04586483,2843.87990954
Central Asia,,2010,8611.918838,157.072909449,1349.42555274,4167.91705997,2408.70487451
Central Asia,,2016,7812.76444209,120.006470966,1186.88891184,4755.53321122,1697.25476469
Central Europe,,1990,19431.4194095,116.62649655,1005.47571924,7065.17448306,1720.57816875
Central Europe,,1995,19344.1020269,96.3518013024,1097.8176204,7040.30113741,1046.411493
Central Europe,,2000,18680.5879572,66.7791571382,892.583148258,6061.91866869,647.263745783
Central Europe,,2005,18998.0896735,42.4618968316,727.89143972,5297.54459655,402.565695688
Central Europe,,2006,18970.799011,38.7148757864,693.735233524,5146.28615205,362.161902296
Central Europe,,2010,19109.1460759,28.9695886932,568.987032942,4687.41699338,257.768736025
Central Europe,,2016,18546.3663791,20.796135758,488.198444456,4498.89058,159.362248605
Central Latin America,,1990,5928.05130229,264.507702927,1203.63097999,3675.61624433,4079.43214698
Central Latin America,,1995,6721.53891364,186.05488001,1261.03888035,4058.66819345,3140.0313087
Central Latin America,,2000,6770.79364664,138.92363706,1274.50886975,3909.57913853,2271.64238731
Central Latin America,,2005,7313.37297793,113.915968541,1303.26235037,4004.49714242,1606.48010349
Central Latin America,,2006,7356.07344013,109.637510581,1315.54203789,4017.1920391,1484.03567906
Central Latin America,,2010,8030.92577365,92.0293928329,1412.70854415,4317.77681598,1104.31873982
Central Latin America,,2016,9662.46985456,66.0453969778,1523.79819606,5378.65443857,742.533336819
Central Sub-Saharan Africa,,1990,1066.09976984,109.079375402,465.046858531,1082.92281643,3402.37234621
Central Sub-Saharan Africa,,1995,1280.82023321,120.86494397,536.937955416,1281.82626197,3531.35041122
Central Sub-Saharan Africa,,2000,1471.19254405,135.615289603,593.570222298,1422.23026507,3611.6875163
Central Sub-Saharan Africa,,2005,1532.53583719,144.741918983,616.441428247,1475.24565591,3366.32161505
Central Sub-Saharan Africa,,2006,1527.90461931,148.196542034,617.833049176,1473.88602825,3323.88274725
Central Sub-Saharan Africa,,2010,1568.65804335,152.489512537,624.786662759,1501.59347055,3150.2709546
Central Sub-Saharan Africa,,2016,1612.54613313,130.671393692,612.54007692,1487.02488833,2273.17240715
Chad,TCD,1990,42.8884353156,5.9500552071,16.5542258063,40.827065391,158.634068041
Chad,TCD,1995,49.59476527,6.9409825687,18.3952696537,44.3640763206,193.365184192
Chad,TCD,2000,60.1933039449,9.19345023767,25.1671335313,54.3475218595,249.252705635
Chad,TCD,2005,73.6912498548,9.98234705778,27.3857527733,64.680802782,247.573891272
Chad,TCD,2006,73.7457133399,10.8781675286,27.7418955475,65.0670362297,261.051953918
Chad,TCD,2010,78.4750052546,12.6557235774,31.0265208833,73.3336526408,276.484831488
Chad,TCD,2016,94.7215997092,13.0541152865,36.6529343218,85.053445966,263.970031021
Chile,CHL,1990,1083.98110064,7.06861606482,49.668669499,309.699498858,151.570801804
Chile,CHL,1995,1167.44929938,4.93229117939,49.3109319856,306.713799077,76.673824214
Chile,CHL,2000,1021.36416061,2.82068090128,42.0779745548,252.048948276,34.9729539201
Chile,CHL,2005,1008.41185003,1.62795753474,42.884391052,249.229005274,17.3527520351
Chile,CHL,2006,973.219238405,1.49468191588,43.4314926143,248.443326191,15.8069857948
Chile,CHL,2010,1001.23490598,1.07124249252,47.2897292533,269.736827003,12.4385433209
Chile,CHL,2016,1116.20959354,0.947038688746,45.1490843765,300.757566677,9.31681952331
China,CHN,1990,125173.104952,2540.09536127,17548.6531028,68369.3290789,71685.8712622
China,CHN,1995,141396.850376,2477.15332418,21083.1540734,68540.2007783,45291.8803502
China,CHN,2000,141739.009087,1650.38889121,20615.136185,70067.6187,23271.7533452
China,CHN,2005,144835.862059,734.637397229,17479.8585032,69756.1196383,10575.2273803
China,CHN,2006,142183.708063,625.231155087,17116.7595568,67224.9084847,9187.57444177
China,CHN,2010,144810.354725,550.910506899,15697.7251369,64612.2838859,5821.27933008
China,CHN,2016,146358.534298,344.119889033,13362.4298687,68524.3785289,2866.23471169
Colombia,COL,1990,1304.12796658,50.2721470352,261.936209781,758.19121085,522.008750799
Colombia,COL,1995,1489.68430025,43.61702588,274.700830359,824.617052481,440.701250147
Colombia,COL,2000,1673.40380467,26.934149862,272.146316113,796.93691171,335.521987167
Colombia,COL,2005,1764.74794069,22.8300988561,219.680791009,700.108895505,224.483495067
Colombia,COL,2006,1791.28169785,22.3696016831,217.95208573,701.059537362,209.645899113
Colombia,COL,2010,1783.85620079,19.3141233797,205.184518656,675.496600416,149.117154014
Colombia,COL,2016,1835.40815358,11.7669802123,172.880678991,758.615744576,78.0540091687
Comoros,COM,1990,12.3039197383,1.72840653989,6.10867868513,12.3604731668,30.4296698291
Comoros,COM,1995,14.156696327,1.80803447393,6.84553282324,13.3148371255,26.485539217
Comoros,COM,2000,14.1904907365,1.74156956159,6.95560861416,12.6181051847,22.5553023421
Comoros,COM,2005,12.4117512129,1.4795902532,5.82026050883,10.7825664656,19.1881170773
Comoros,COM,2006,12.3152145558,1.48694399953,5.72608836003,10.7367086488,18.9824632227
Comoros,COM,2010,12.4354880828,1.28112264548,5.4272492761,11.194108558,14.9877336461
Comoros,COM,2016,12.775131284,0.961022977785,5.52718748391,12.9114622975,8.06932611974
Congo,COG,1990,74.4969772827,3.09035044192,27.9530107282,71.9961686687,80.3320321569
Congo,COG,1995,86.7190416088,3.34432453205,33.5440251047,82.6137626667,91.4177284814
Congo,COG,2000,88.0075757766,3.5426436089,34.643706681,82.3608202198,97.7798362259
Congo,COG,2005,87.6090083297,4.24015124785,32.265344757,78.8209167465,93.2236991171
Congo,COG,2006,84.5652640091,4.51444016059,32.040779546,77.4945002385,94.0805124709
Congo,COG,2010,73.5402549488,4.59056438862,30.8551263652,71.5986517019,81.338076146
Congo,COG,2016,79.8008055388,4.08715693456,31.2311252221,72.392246305,54.7537012826
Costa Rica,CRI,1990,98.5584363038,0.64488962591,13.3319457942,48.5215645988,18.2263189094
Costa Rica,CRI,1995,108.520306299,0.592264107636,14.9513834491,51.8013312518,12.6201857317
Costa Rica,CRI,2000,113.581628939,0.481980669236,14.4512466206,50.6809601122,9.30619920596
Costa Rica,CRI,2005,97.9714157581,0.373388493714,13.8839973284,45.5103335766,6.07551696322
Costa Rica,CRI,2006,94.9120993723,0.343519848091,13.7417894656,45.0752649927,5.4396396779
Costa Rica,CRI,2010,91.4533747418,0.25215851292,13.9164329356,46.9232373437,3.76510979306
Costa Rica,CRI,2016,119.351272245,0.216265455144,14.5273456459,58.782616579,2.76861004771
Cote d'Ivoire,CIV,1990,360.572261766,37.5440904458,169.181012829,391.442284381,957.259418938
Cote d'Ivoire,CIV,1995,477.847067677,42.4362634387,232.622865676,575.154274668,970.509622706
Cote d'Ivoire,CIV,2000,558.300865663,43.2464505825,278.430367528,696.368483193,903.530423614
Cote d'Ivoire,CIV,2005,704.641095351,43.5679907135,316.141016026,826.538303081,831.843799091
Cote d'Ivoire,CIV,2006,735.096562396,46.0710775734,320.094298529,841.7513165,824.411861988
Cote d'Ivoire,CIV,2010,667.203762122,41.1611376075,280.038184849,694.731418065,687.192930547
Cote d'Ivoire,CIV,2016,774.402435932,51.8274868906,306.76158803,737.663706142,760.711800759
Croatia,HRV,1990,1003.83404247,1.3232642408,33.7004800372,322.440438783,8.98514141612
Croatia,HRV,1995,997.371199548,1.21149103398,41.4843072152,356.482212027,7.05509833924
Croatia,HRV,2000,961.932109368,0.741314023647,34.4911973011,316.936466164,4.0377490561
Croatia,HRV,2005,1066.76002544,0.432891872694,27.9440875798,263.837679755,2.48454922624
Croatia,HRV,2006,1071.02386009,0.38176435417,26.4956053413,250.020054923,2.16671106095
Croatia,HRV,2010,1075.40152886,0.226488525955,20.7429442663,202.590485399,1.24738837812
Croatia,HRV,2016,1075.81947711,0.154962667658,15.450091712,188.561331513,0.796811678018
Cuba,CUB,1990,1260.20736894,2.82253375636,88.9956174093,351.906744984,53.5666804445
Cuba,CUB,1995,1416.83438418,2.66313119661,94.4537297896,397.917068075,35.586065418
Cuba,CUB,2000,1385.73818152,2.43268028763,83.9397674901,389.299893293,26.8466539877
Cuba,CUB,2005,1346.48124811,1.66863946124,71.0118131981,357.53106708,17.6063257144
Cuba,CUB,2006,1332.04555491,1.55586386637,70.4913703794,352.447676066,16.3730104111
Cuba,CUB,2010,1267.84402941,1.27910640226,71.3512438022,336.134973624,15.200863123
Cuba,CUB,2016,1312.23022114,0.964494262585,63.570751831,369.391344946,11.0739278855
Cyprus,CYP,1990,83.6955564895,0.0925820558046,2.85985376076,19.5861103815,1.29458370936
Cyprus,CYP,1995,92.2296273479,0.0787667847549,3.29449840713,20.3671426907,0.861565121604
Cyprus,CYP,2000,89.0915531034,0.0875190446791,3.17172519558,19.9444706253,0.471393275206
Cyprus,CYP,2005,84.1689182596,0.073207796146,2.95136545575,18.8324266264,0.299314449343
Cyprus,CYP,2006,82.519383081,0.0659287615721,2.86536638327,18.0035066773,0.268235124359
Cyprus,CYP,2010,81.8188026108,0.0394958513843,2.71507056532,16.8752208287,0.217264325933
Cyprus,CYP,2016,88.2310054803,0.031976837088,2.65115164907,17.3202586891,0.157669311784
Czech Republic,CZE,1990,2018.29780183,2.69503820053,73.4037777314,575.122220115,18.3575491902
Czech Republic,CZE,1995,1768.41141741,2.23542718363,61.9092995313,428.931125233,8.72963419549
Czech Republic,CZE,2000,1590.81318401,1.63508603046,48.2875574654,342.159437164,4.42400650312
Czech Republic,CZE,2005,1586.24906483,1.26107830248,41.8433607941,334.212512385,4.27389262167
Czech Republic,CZE,2006,1571.65029811,1.1272227725,40.0974288272,336.250306162,4.59264491197
Czech Republic,CZE,2010,1625.66674797,0.963395713783,36.5619894072,343.517489092,4.27298255299
Czech Republic,CZE,2016,1661.98589383,0.824975831847,31.3111442213,310.527547916,2.87697621728
Democratic Republic of Congo,COD,1990,685.624672514,63.76692525,279.087930065,668.592990554,1968.65155698
Democratic Republic of Congo,COD,1995,836.600616491,71.3120894222,316.089679034,807.430263736,2112.6899835
Democratic Republic of Congo,COD,2000,982.311159816,84.8204911275,360.718970936,937.722672399,2222.11830404
Democratic Republic of Congo,COD,2005,1038.28842887,88.6532217432,384.986532699,1000.5147355,2021.49422622
Democratic Republic of Congo,COD,2006,1037.33549956,90.4944181624,386.276535985,1001.30672078,1984.40920521
Democratic Republic of Congo,COD,2010,1082.16408208,92.4827177973,398.585373844,1027.28993827,1864.10796361
Democratic Republic of Congo,COD,2016,1088.78893816,83.6554470569,378.158761259,972.294148107,1461.81834237
Denmark,DNK,1990,387.391915517,0.285588752657,20.4511079587,123.584266506,2.28817398746
Denmark,DNK,1995,377.102938731,0.232297649921,18.4189381619,110.059490571,1.78070439155
Denmark,DNK,2000,292.027949038,0.187442129871,14.9737315609,87.9040646119,1.21554948875
Denmark,DNK,2005,229.469453066,0.167860743144,12.7518777184,74.6400097898,1.10133833659
Denmark,DNK,2006,219.33600893,0.172316317051,12.311637456,73.1688919561,1.02425769204
Denmark,DNK,2010,195.416620205,0.12642546004,10.6876214503,67.8784996657,0.841760416253
Denmark,DNK,2016,200.603947815,0.0985989903779,9.13095479482,65.2869665059,0.738576437954
Djibouti,DJI,1990,15.2805375377,4.20793823929,7.9621570222,14.8417376413,104.524571653
Djibouti,DJI,1995,19.1365612112,4.62629406742,9.04376830097,17.825598673,112.214012083
Djibouti,DJI,2000,23.0137486484,4.41751248923,9.37838131434,20.7078614457,103.489845629
Djibouti,DJI,2005,25.634012604,3.55130699003,9.27226941383,22.2416059231,81.7203778909
Djibouti,DJI,2006,26.3025572271,3.40656154002,9.23155931791,22.4773167735,77.7157031148
Djibouti,DJI,2010,30.7364856081,2.84346814574,9.62637785375,24.0058546204,63.8795057561
Djibouti,DJI,2016,34.1820974829,1.86018500325,9.03805843214,24.5459910743,35.4748338651
Dominica,DMA,1990,3.54961892493,0.0249460980179,0.412136588391,1.64946829572,0.210402375803
Dominica,DMA,1995,4.34898445257,0.022933592713,0.478717906572,1.75245237713,0.180174778618
Dominica,DMA,2000,3.74880883096,0.0215582255003,0.376862331349,1.44899473271,0.13198601611
Dominica,DMA,2005,3.6367612185,0.0186413743688,0.383942175308,1.35467148166,0.127729890081
Dominica,DMA,2006,3.71487652191,0.0179464531808,0.384012466248,1.36785534164,0.124438743702
Dominica,DMA,2010,3.72851712635,0.0166653066286,0.401511442838,1.45795587259,0.141712667624
Dominica,DMA,2016,3.82048382178,0.017631581088,0.413981056013,1.76628973309,0.136397101549
Dominican Republic,DOM,1990,160.385642753,8.78523502979,49.4058388327,98.4244064631,104.244705421
Dominican Republic,DOM,1995,200.820221541,7.4377417745,46.7493999451,101.597629274,90.6179995306
Dominican Republic,DOM,2000,207.23569791,6.41480218404,42.9713599298,100.519215418,65.6830051644
Dominican Republic,DOM,2005,235.39783671,6.06751045921,46.4951822627,110.323267546,59.9624642582
Dominican Republic,DOM,2006,239.680779305,5.76555349987,46.9440751529,112.362101383,57.1462967994
Dominican Republic,DOM,2010,258.878383102,4.64894824826,44.8892585109,118.585050558,41.5399849253
Dominican Republic,DOM,2016,294.248118488,3.5481617991,41.8265894918,135.596996707,23.7331712976
East Asia,,1990,127582.452543,2573.35824581,18028.40963,69983.2092396,72277.4444752
East Asia,,1995,144290.785211,2510.09151892,21584.4939464,70404.4838985,46055.0057513
East Asia,,2000,145217.734294,1682.56250423,21199.4418142,72251.5036423,24203.6324282
East Asia,,2005,148755.286153,763.198338754,18160.8819897,72050.2037013,11374.7259383
East Asia,,2006,146185.04239,653.356648075,17799.5302921,69520.860805,9957.98040089
East Asia,,2010,149450.013009,576.142602353,16360.3004509,66938.0087427,6492.42380351
East Asia,,2016,151849.954827,362.33695226,14004.767712,70833.6566582,3313.76866433
Eastern Europe,,1990,35382.5826884,113.31973617,1531.33662461,17010.8937577,1603.85275565
Eastern Europe,,1995,40080.7652227,104.960132215,3193.21983226,23551.8080182,998.080852488
Eastern Europe,,2000,40165.4453745,80.3449712514,3089.99209069,20304.946188,836.115449397
Eastern Europe,,2005,39729.3084814,56.2453015785,3221.97231094,19986.8472025,592.910951578
Eastern Europe,,2006,38236.2851189,50.8288702982,2855.69979772,18036.5065193,559.045829055
Eastern Europe,,2010,36987.9646445,41.9537013367,2023.70918586,13155.7589349,424.105388602
Eastern Europe,,2016,32925.6378677,36.7908296879,1536.80211135,13066.4112196,336.895390796
Eastern Sub-Saharan Africa,,1990,2779.83293597,524.861478569,1570.57723064,3031.90877117,13926.6055233
Eastern Sub-Saharan Africa,,1995,3118.41934708,523.464042139,1730.71299332,3314.01447506,13144.6618855
Eastern Sub-Saharan Africa,,2000,3565.71523623,511.287673587,1800.52488638,3548.15413432,11619.5013637
Eastern Sub-Saharan Africa,,2005,3691.16351119,501.788035984,1657.60360127,3462.25458904,9844.58248878
Eastern Sub-Saharan Africa,,2006,3723.5836232,508.177878402,1642.09019209,3442.8418155,9620.31575713
Eastern Sub-Saharan Africa,,2010,4051.04447831,515.441215239,1666.48551045,3551.59673955,8369.34331401
Eastern Sub-Saharan Africa,,2016,4555.30564279,457.442772215,1790.86364193,3838.38620404,5987.28264717
Ecuador,ECU,1990,241.204156169,16.5436717969,69.8648229815,128.923437583,206.370701695
Ecuador,ECU,1995,275.31947994,15.1212498634,78.3930266821,144.042437567,168.167892907
Ecuador,ECU,2000,301.841562199,12.8233401225,79.4675098349,149.812688589,123.438127491
Ecuador,ECU,2005,300.458553488,12.4460360082,77.3078048161,149.027365778,106.015706872
Ecuador,ECU,2006,291.879438047,11.6121055315,73.9419871104,145.837364475,98.1714307062
Ecuador,ECU,2010,267.346927884,8.25197010542,63.9332757582,135.959740155,69.9447915133
Ecuador,ECU,2016,312.547153926,6.32374641089,63.5444424441,157.589849436,49.304000011
Egypt,EGY,1990,3775.74975479,592.121594562,1304.40668391,4129.30389023,7772.99659063
Egypt,EGY,1995,3912.09361556,490.39495611,1267.08611512,3914.45475207,4877.65433131
Egypt,EGY,2000,3823.38982539,344.651093164,1216.89588502,4252.14384326,3227.88851947
Egypt,EGY,2005,3973.58612935,268.567136257,1281.78328422,4772.98242611,2270.81301984
Egypt,EGY,2006,3883.72299945,260.016015412,1293.53964439,4819.2054405,2108.8398791
Egypt,EGY,2010,4425.33761806,238.522093521,1427.47962972,5539.49648479,1718.82588372
Egypt,EGY,2016,3959.86502759,181.665755737,1292.9663073,5426.6658886,905.74811062
El Salvador,SLV,1990,131.879894757,7.19483730255,42.2158259857,90.8774825489,79.1697958088
El Salvador,SLV,1995,147.252630378,5.66833686084,42.1617423253,93.3425012438,63.358912881
El Salvador,SLV,2000,160.348322802,5.80999857071,38.6248747102,94.0902512933,53.8001325821
El Salvador,SLV,2005,184.50447814,4.79347705047,40.5835569323,97.2746433596,30.8510859105
El Salvador,SLV,2006,188.885445927,4.6551790878,41.5346651251,98.4901671975,27.8580932638
El Salvador,SLV,2010,209.174385243,4.04893976462,42.6554782157,105.93776558,19.9714522558
El Salvador,SLV,2016,250.092692647,2.33153234778,39.749035611,110.069172935,11.0282833029
England,,1990,4892.78289142,6.21710097829,229.67492592,1695.90160181,56.5990127022
England,,1995,4613.91561817,5.13694159299,224.204381572,1404.67385087,34.0445141494
England,,2000,3481.71786741,3.60639724284,180.061308226,1063.52487939,24.5757114612
England,,2005,2704.9286495,2.64742681625,155.759228761,826.71361793,18.7843352063
England,,2006,2600.44303342,2.65219794276,152.795072349,793.918084545,19.386544873
England,,2010,2302.49976757,2.24497980465,137.115682588,693.36989048,17.2622945648
England,,2016,2439.40397758,2.10600719756,123.845328707,690.202655984,14.1833579436
Equatorial Guinea,GNQ,1990,12.8754502996,0.67126665638,4.96753483193,11.9658196898,38.4573417713
