Entity,Code,Year,Smoking (deaths),Secondhand smoke (deaths)
Peru,PER,2010,6472.93481637,1196.97612128
Peru,PER,2016,6542.0604154,1228.38514681
Philippines,PHL,1990,43853.7221131,10167.8157685
Philippines,PHL,1995,54880.7399123,9417.8460502
Philippines,PHL,2000,69541.66522,9303.70934485
Philippines,PHL,2005,84046.3779458,11050.3323816
Philippines,PHL,2006,86613.6525335,11145.1704592
Philippines,PHL,2010,97785.5054373,11936.5216811
Philippines,PHL,2016,107183.266795,13093.2451328
Poland,POL,1990,81867.3771933,9181.82726383
Poland,POL,1995,79313.226506,7982.42428165
Poland,POL,2000,74857.9839871,6442.32054013
Poland,POL,2005,72951.1715745,6165.6025009
Poland,POL,2006,73660.6546324,6223.27518128
Poland,POL,2010,72483.0410388,6289.53625146
Poland,POL,2016,66409.0138644,6186.95926687
Portugal,PRT,1990,10766.3628582,1769.39917526
Portugal,PRT,1995,11198.5149053,1641.5576368
Portugal,PRT,2000,11471.7653398,1474.27699327
Portugal,PRT,2005,12019.9978326,1303.24992456
Portugal,PRT,2006,11922.7205199,1250.52803591
Portugal,PRT,2010,11746.4258758,1116.16269798
Portugal,PRT,2016,10869.8785002,1098.18034483
Puerto Rico,PRI,1990,2076.49307397,220.58691567
Puerto Rico,PRI,1995,2462.02337232,236.178418242
Puerto Rico,PRI,2000,2371.49257804,221.602425088
Puerto Rico,PRI,2005,2281.16180503,208.548694348
Puerto Rico,PRI,2006,2255.29210512,204.944942169
Puerto Rico,PRI,2010,2188.74461261,191.398924717
Puerto Rico,PRI,2016,2150.36157881,205.225512252
Qatar,QAT,1990,102.64279881,16.8377371979
Qatar,QAT,1995,128.903742438,19.6927485837
Qatar,QAT,2000,142.718116162,26.1073776479
Qatar,QAT,2005,150.760981225,30.7926534236
Qatar,QAT,2006,147.666435242,31.1532467148
Qatar,QAT,2010,184.205347609,35.3079623804
Qatar,QAT,2016,244.313265025,46.9508835148
Romania,ROU,1990,34176.4593703,5636.0882094
Romania,ROU,1995,40450.9303879,6219.03227205
Romania,ROU,2000,37202.9803958,5805.29681771
Romania,ROU,2005,36947.3999147,5269.22451199
Romania,ROU,2006,36407.7696188,5027.42576286
Romania,ROU,2010,37736.8505153,4713.2669397
Romania,ROU,2016,32837.6892149,4330.1943095
Russia,RUS,1990,262326.749875,34097.4757395
Russia,RUS,1995,372001.323613,44636.9737324
Russia,RUS,2000,359691.069051,42566.252663
Russia,RUS,2005,372101.696206,41120.075829
Russia,RUS,2006,341024.24161,38377.6617211
Russia,RUS,2010,304360.773458,34119.9708871
Russia,RUS,2016,282071.863638,31141.5953491
Rwanda,RWA,1990,1688.00613377,706.753132139
Rwanda,RWA,1995,1888.74972289,694.47818698
Rwanda,RWA,2000,1970.98381269,776.220679013
Rwanda,RWA,2005,1294.67080878,682.860422853
Rwanda,RWA,2006,1303.65507152,651.668779459
Rwanda,RWA,2010,1353.77837262,530.258451824
Rwanda,RWA,2016,1660.98806644,455.521327787
Saint Lucia,LCA,1990,54.7887242194,12.1385996389
Saint Lucia,LCA,1995,51.2263007367,12.9171453591
Saint Lucia,LCA,2000,49.3414241106,12.6919934764
Saint Lucia,LCA,2005,57.0257402149,12.6247698991
Saint Lucia,LCA,2006,57.5058332318,12.5635487185
Saint Lucia,LCA,2010,59.5576248113,12.0422830345
Saint Lucia,LCA,2016,70.6606074121,12.089181104
Saint Vincent and the Grenadines,VCT,1990,37.4489748207,11.2406916169
Saint Vincent and the Grenadines,VCT,1995,41.1654231179,12.412538691
Saint Vincent and the Grenadines,VCT,2000,43.7050255456,11.2878678727
Saint Vincent and the Grenadines,VCT,2005,43.2103678485,10.5307779695
Saint Vincent and the Grenadines,VCT,2006,42.9571508143,10.3357534067
Saint Vincent and the Grenadines,VCT,2010,43.7494553118,9.89476102422
Saint Vincent and the Grenadines,VCT,2016,52.6766483634,10.7579726563
Samoa,WSM,1990,120.116672817,26.173452502
Samoa,WSM,1995,128.825709831,26.7673388784
Samoa,WSM,2000,127.874787691,28.851346496
Samoa,WSM,2005,127.236508973,31.9542850413
Samoa,WSM,2006,126.548657285,32.2529105334
Samoa,WSM,2010,131.039580939,34.4449177358
Samoa,WSM,2016,138.149444873,36.8942535343
Sao Tome and Principe,STP,1990,39.8591427498,5.15422914911
Sao Tome and Principe,STP,1995,43.4378096258,4.391059443
Sao Tome and Principe,STP,2000,51.3639127614,4.40043391679
Sao Tome and Principe,STP,2005,53.8930047,3.90956574035
Sao Tome and Principe,STP,2006,54.0233222223,3.74501978244
Sao Tome and Principe,STP,2010,51.8373530494,3.22281119036
Sao Tome and Principe,STP,2016,55.1267733294,2.59633916443
Saudi Arabia,SAU,1990,1567.51481505,1192.26337763
Saudi Arabia,SAU,1995,2390.64048162,1265.32990522
Saudi Arabia,SAU,2000,3227.75077522,1511.15484129
Saudi Arabia,SAU,2005,3878.07544975,1540.24893007
Saudi Arabia,SAU,2006,3970.98168028,1530.59854889
Saudi Arabia,SAU,2010,4455.55020832,1477.65546735
Saudi Arabia,SAU,2016,5735.97356856,1391.2754403
Scotland,,1990,16745.1750843,794.714261466
Scotland,,1995,15412.0546526,670.187654749
Scotland,,2000,13713.201521,503.378829903
Scotland,,2005,12872.3598533,383.70139898
Scotland,,2006,12583.2625619,373.334568357
Scotland,,2010,11967.8574686,352.001577954
Scotland,,2016,12381.8823948,378.353654238
Senegal,SEN,1990,1972.87370945,1283.30511472
Senegal,SEN,1995,2011.24432147,1024.69127833
Senegal,SEN,2000,2067.10560339,996.822525181
Senegal,SEN,2005,2334.59393992,984.961665168
Senegal,SEN,2006,2413.05294704,982.925559519
Senegal,SEN,2010,2645.78702912,959.307831216
Senegal,SEN,2016,3218.29072136,937.090246882
Serbia,SRB,1990,14241.6111069,1573.46651481
Serbia,SRB,1995,17856.5475023,2063.6948797
Serbia,SRB,2000,19627.4916257,2453.58683182
Serbia,SRB,2005,19920.5915324,2584.71720576
Serbia,SRB,2006,19572.4363121,2568.67863856
Serbia,SRB,2010,19133.634216,2485.11573658
Serbia,SRB,2016,17430.6348836,2222.54129952
Seychelles,SYC,1990,66.7413133364,9.75728429675
Seychelles,SYC,1995,76.0556531279,9.80540663792
Seychelles,SYC,2000,73.9308443442,10.5495049038
Seychelles,SYC,2005,72.7684344578,11.1560823146
Seychelles,SYC,2006,71.320500422,11.0715075202
Seychelles,SYC,2010,71.1517803213,11.2640912208
Seychelles,SYC,2016,75.0841222848,11.7892235789
Sierra Leone,SLE,1990,1814.86820441,951.652249952
Sierra Leone,SLE,1995,1596.27623922,807.13234647
Sierra Leone,SLE,2000,1646.86892387,671.618320463
Sierra Leone,SLE,2005,2082.47802448,620.407703091
Sierra Leone,SLE,2006,2157.12827594,616.663051808
Sierra Leone,SLE,2010,2379.76929803,622.737480741
Sierra Leone,SLE,2016,2565.04490119,615.629582225
Singapore,SGP,1990,2294.52003448,376.196038803
Singapore,SGP,1995,2217.36338633,374.127771749
Singapore,SGP,2000,2029.28560968,336.179786559
Singapore,SGP,2005,1977.96009733,342.807863035
Singapore,SGP,2006,2022.90147284,354.833450911
Singapore,SGP,2010,1855.01637315,354.5251828
Singapore,SGP,2016,1948.9790392,383.240278111
Slovakia,SVK,1990,9495.3381138,1585.29596113
Slovakia,SVK,1995,8259.26176026,1402.79865508
Slovakia,SVK,2000,7716.85416893,1341.00145809
Slovakia,SVK,2005,7355.75944068,1296.88999588
Slovakia,SVK,2006,7332.52332959,1285.82681885
Slovakia,SVK,2010,7158.80180356,1245.754673
Slovakia,SVK,2016,7036.29280371,1212.00082757
Slovenia,SVN,1990,3077.96726877,395.825901478
Slovenia,SVN,1995,3090.59430489,380.891416089
Slovenia,SVN,2000,2991.6238967,337.176843508
Slovenia,SVN,2005,2811.60500844,289.627977133
Slovenia,SVN,2006,2754.2119778,278.979729092
Slovenia,SVN,2010,2562.95822588,267.004143315
Slovenia,SVN,2016,2391.19637167,281.210127486
Solomon Islands,SLB,1990,361.410661627,51.7360947169
Solomon Islands,SLB,1995,391.865109117,55.3082558453
Solomon Islands,SLB,2000,439.09395687,66.1277550193
Solomon Islands,SLB,2005,534.781308975,84.4728077406
Solomon Islands,SLB,2006,557.804090197,89.5613423898
Solomon Islands,SLB,2010,638.858077709,108.377499618
Solomon Islands,SLB,2016,697.128294562,119.388063307
Somalia,SOM,1990,2460.54696567,1124.22285939
Somalia,SOM,1995,2410.25769351,1134.73866959
Somalia,SOM,2000,2587.38243605,1059.3870895
Somalia,SOM,2005,2692.72987354,961.090365632
Somalia,SOM,2006,2701.1358792,954.677261154
Somalia,SOM,2010,2702.64721349,1042.5079181
Somalia,SOM,2016,2843.9057471,1018.60881849
South Africa,ZAF,1990,30047.6194208,5936.49326955
South Africa,ZAF,1995,33483.8597556,5458.40067581
South Africa,ZAF,2000,46913.1538003,7207.92754308
South Africa,ZAF,2005,43187.8744763,7660.75617343
South Africa,ZAF,2006,43112.4694825,7770.44757094
South Africa,ZAF,2010,40577.8455676,7152.79925789
South Africa,ZAF,2016,36658.4364421,6244.45169213
South Asia,,1990,640314.19316,226738.012223
South Asia,,1995,714868.12487,223077.027311
South Asia,,2000,796603.689076,216760.862794
South Asia,,2005,864501.37445,200567.548752
South Asia,,2006,880472.44324,205302.231807
South Asia,,2010,962439.068492,232741.795523
South Asia,,2016,1021541.30898,253090.256045
South Korea,KOR,1990,37649.2878597,5384.74320626
South Korea,KOR,1995,39064.3016427,4842.51688952
South Korea,KOR,2000,42194.2125163,4229.33654415
South Korea,KOR,2005,40284.4577461,3391.63362958
South Korea,KOR,2006,39366.2120051,3307.56398837
South Korea,KOR,2010,38195.4864002,3251.20762356
South Korea,KOR,2016,43601.2300222,3693.39144442
South Sudan,SSD,1990,1106.72537498,462.401491666
South Sudan,SSD,1995,1197.36020501,514.025828428
South Sudan,SSD,2000,1476.66358356,603.260357004
South Sudan,SSD,2005,1678.57071268,673.119838298
South Sudan,SSD,2006,1767.92635433,709.750490796
South Sudan,SSD,2010,1998.39500189,724.844224245
South Sudan,SSD,2016,2498.97557117,748.699587568
Southeast Asia,,1990,374138.804203,73482.7569958
Southeast Asia,,1995,428947.786191,72807.6314179
Southeast Asia,,2000,481313.121163,75252.3573271
Southeast Asia,,2005,532172.140136,77891.2842381
Southeast Asia,,2006,541008.138776,77865.2988534
Southeast Asia,,2010,566648.430393,77285.5184988
Southeast Asia,,2016,617630.740292,78443.2882432
Southern Latin America,,1990,53846.0335271,6721.37644274
Southern Latin America,,1995,54396.2982545,6724.62012647
Southern Latin America,,2000,55746.6690735,6781.30777784
Southern Latin America,,2005,56630.8162722,6643.10590026
Southern Latin America,,2006,56581.6658873,6589.94309664
Southern Latin America,,2010,58016.3757832,6733.68988863
Southern Latin America,,2016,59334.5894251,6806.85789318
Southern Sub-Saharan Africa,,1990,37119.8275617,7521.64705471
Southern Sub-Saharan Africa,,1995,40907.8089087,7148.76602222
Southern Sub-Saharan Africa,,2000,58182.2628599,9353.25595033
Southern Sub-Saharan Africa,,2005,56772.3547197,9919.2017131
Southern Sub-Saharan Africa,,2006,56734.6149001,10007.5825759
Southern Sub-Saharan Africa,,2010,53989.2872451,9369.05669747
Southern Sub-Saharan Africa,,2016,49010.9247617,8199.92122921
Spain,ESP,1990,51127.4122526,6859.80883905
Spain,ESP,1995,52786.3799383,6104.8920334
Spain,ESP,2000,54571.7439122,5602.26145604
Spain,ESP,2005,56333.6805136,5104.33900735
Spain,ESP,2006,55686.0607652,4925.97497691
Spain,ESP,2010,55002.781861,4454.49363383
Spain,ESP,2016,53551.7247123,4402.61142756
Sri Lanka,LKA,1990,7958.06531324,1894.18960967
Sri Lanka,LKA,1995,8645.60761559,1928.18940982
Sri Lanka,LKA,2000,9721.9703797,2112.70243622
Sri Lanka,LKA,2005,10047.9585141,2276.77429798
Sri Lanka,LKA,2006,10185.5651436,2359.69486375
Sri Lanka,LKA,2010,10026.6178711,2515.02899948
Sri Lanka,LKA,2016,9746.97396558,2473.52194187
Sub-Saharan Africa,,1990,146262.752744,52373.2278267
Sub-Saharan Africa,,1995,162249.57512,53269.357673
Sub-Saharan Africa,,2000,189811.513873,56620.8075943
Sub-Saharan Africa,,2005,191177.619234,54901.9566335
Sub-Saharan Africa,,2006,193055.821304,54521.5688735
Sub-Saharan Africa,,2010,201277.675504,52221.4519841
Sub-Saharan Africa,,2016,215310.13984,47784.1306532
Sudan,SDN,1990,7080.33843729,632.444943607
Sudan,SDN,1995,8691.81720513,490.689387787
Sudan,SDN,2000,9668.78152171,539.584155137
Sudan,SDN,2005,10546.6944688,617.715224809
Sudan,SDN,2006,10668.5114954,645.79593568
Sudan,SDN,2010,10805.2389926,748.227631699
Sudan,SDN,2016,12435.3158688,616.849286051
Suriname,SUR,1990,177.530165241,45.4446759033
Suriname,SUR,1995,201.983720657,48.2686857412
Suriname,SUR,2000,241.065694169,57.0942828146
Suriname,SUR,2005,281.166172372,64.4376526907
Suriname,SUR,2006,286.921087967,65.8732735253
Suriname,SUR,2010,310.854010972,68.7336480866
Suriname,SUR,2016,359.364890723,72.4851809474
Swaziland,SWZ,1990,408.238242771,65.2731073837
Swaziland,SWZ,1995,427.169291342,63.31378421
Swaziland,SWZ,2000,626.890108964,97.6784366885
Swaziland,SWZ,2005,733.686953212,109.2229083
Swaziland,SWZ,2006,731.256595979,106.128510286
Swaziland,SWZ,2010,722.659762054,97.1432917698
Swaziland,SWZ,2016,651.556743406,86.5255055537
Sweden,SWE,1990,11428.0620475,904.697953363
Sweden,SWE,1995,10529.1252757,774.900326967
Sweden,SWE,2000,10587.3675177,633.256592587
Sweden,SWE,2005,10619.9266585,531.861102072
Sweden,SWE,2006,10452.1885387,515.927602034
Sweden,SWE,2010,9958.4793011,460.912597694
Sweden,SWE,2016,10136.6733756,449.617035003
Switzerland,CHE,1990,8612.42252306,568.390515393
Switzerland,CHE,1995,8672.30942707,531.123936224
Switzerland,CHE,2000,8538.93992512,442.242697447
Switzerland,CHE,2005,8129.1933518,371.636048627
Switzerland,CHE,2006,8102.81875566,362.602188978
Switzerland,CHE,2010,8215.72630039,333.848042842
Switzerland,CHE,2016,8289.82591318,334.224766636
Syria,SYR,1990,5467.17684556,1199.65500458
Syria,SYR,1995,6318.15033951,1265.35609927
Syria,SYR,2000,7516.87640564,1329.18794288
Syria,SYR,2005,7918.92685561,1312.88164598
Syria,SYR,2006,7979.43683768,1327.17872083
Syria,SYR,2010,8689.53373707,1316.00192091
Syria,SYR,2016,8403.92323774,1239.95128171
Taiwan,TWN,1990,17978.7550234,2249.73697919
Taiwan,TWN,1995,21851.6294631,2440.10265975
Taiwan,TWN,2000,24395.8621408,2567.81722988
Taiwan,TWN,2005,26738.5176482,2410.55427629
Taiwan,TWN,2006,26888.030392,2354.71188618
Taiwan,TWN,2010,28225.7276151,2436.8746846
Taiwan,TWN,2016,30533.4985215,2968.6614752
Tajikistan,TJK,1990,2184.95096852,2830.46340338
Tajikistan,TJK,1995,1756.96945156,2066.92781054
Tajikistan,TJK,2000,1348.13662856,1149.65023895
Tajikistan,TJK,2005,1216.61705685,763.696889581
Tajikistan,TJK,2006,1155.08893954,708.048085703
Tajikistan,TJK,2010,1099.50605539,639.891547244
Tajikistan,TJK,2016,1075.94366202,656.1198982
Tanzania,TZA,1990,6117.45770314,5452.89838721
Tanzania,TZA,1995,7297.89689237,5607.85324045
Tanzania,TZA,2000,8299.7920871,4941.76944295
Tanzania,TZA,2005,9568.76805498,4201.48508662
Tanzania,TZA,2006,9848.59085949,4251.74656196
Tanzania,TZA,2010,11289.7439608,4268.5104096
Tanzania,TZA,2016,13195.60476,4108.68962358
Thailand,THA,1990,51459.9218231,5447.61107305
Thailand,THA,1995,59388.604924,5375.39707085
Thailand,THA,2000,66450.7611073,5589.67808564
Thailand,THA,2005,68120.2304274,6282.82336593
Thailand,THA,2006,68700.9624556,6393.48222724
Thailand,THA,2010,66717.1780378,5938.17737353
Thailand,THA,2016,75428.6759985,6495.20865787
Timor,TLS,1990,350.313384225,177.072021519
Timor,TLS,1995,401.176696151,148.558928717
Timor,TLS,2000,371.692673167,106.117574697
Timor,TLS,2005,454.633869798,99.3101007143
Timor,TLS,2006,462.777526355,100.534931201
Timor,TLS,2010,560.44526663,110.079394643
Timor,TLS,2016,646.32022392,100.681672013
Togo,TGO,1990,1047.69866676,379.165337485
Togo,TGO,1995,1216.8383337,414.858523661
Togo,TGO,2000,1403.1522489,432.10969375
Togo,TGO,2005,1566.36952793,397.524133821
Togo,TGO,2006,1594.77813517,379.462314819
Togo,TGO,2010,1825.22749683,331.931077321
Togo,TGO,2016,2079.95916268,284.995439304
Tonga,TON,1990,99.1833774494,13.5251540954
Tonga,TON,1995,112.86802664,13.9010432246
Tonga,TON,2000,115.556575972,15.0719017391
Tonga,TON,2005,115.355104886,16.2341372539
Tonga,TON,2006,113.947534247,16.3350565202
Tonga,TON,2010,115.030574239,17.3345522672
Tonga,TON,2016,115.075168915,18.1630850799
Trinidad and Tobago,TTO,1990,744.213148457,203.324251059
Trinidad and Tobago,TTO,1995,758.661486614,205.266062637
Trinidad and Tobago,TTO,2000,757.692761132,203.583213891
Trinidad and Tobago,TTO,2005,692.415693771,190.199171119
Trinidad and Tobago,TTO,2006,688.765638296,186.967580263
Trinidad and Tobago,TTO,2010,718.101794186,181.222049905
Trinidad and Tobago,TTO,2016,811.332254334,202.894355366
Tropical Latin America,,1990,116702.686329,20270.6131413
Tropical Latin America,,1995,126561.885231,19777.0219965
Tropical Latin America,,2000,130401.238103,18025.9499566
Tropical Latin America,,2005,131145.039256,16977.9141648
Tropical Latin America,,2006,131320.646393,16782.2577442
Tropical Latin America,,2010,131585.270119,16739.9405085
Tropical Latin America,,2016,135337.926413,22818.0599497
Tunisia,TUN,1990,5692.29478462,1356.9626008
Tunisia,TUN,1995,6703.32520304,1383.94526895
Tunisia,TUN,2000,6676.44368196,1337.27101838
Tunisia,TUN,2005,7341.65537526,1280.09262476
Tunisia,TUN,2006,7549.078001,1255.10281216
Tunisia,TUN,2010,8233.59749871,1226.93809901
Tunisia,TUN,2016,9854.85556493,1387.12189445
Turkey,TUR,1990,53001.7452739,13666.5977029
Turkey,TUR,1995,60153.5515781,12900.3305484
Turkey,TUR,2000,57373.0741773,10116.5111128
Turkey,TUR,2005,54016.6282349,7778.49576561
Turkey,TUR,2006,53012.9964608,7417.60894494
Turkey,TUR,2010,54312.2781654,7148.29283673
Turkey,TUR,2016,58631.4523018,7940.91820878
Turkmenistan,TKM,1990,1867.14491619,1822.61710698
Turkmenistan,TKM,1995,2162.03222138,1654.7265825
Turkmenistan,TKM,2000,2191.10387123,1393.29125457
Turkmenistan,TKM,2005,2105.92087029,1137.04307151
Turkmenistan,TKM,2006,2082.38306676,1100.61340795
Turkmenistan,TKM,2010,2013.91067313,998.58744036
Turkmenistan,TKM,2016,2039.18449542,1008.80495844
Uganda,UGA,1990,4669.6035807,1230.1765633
Uganda,UGA,1995,5538.38263671,1475.78202725
Uganda,UGA,2000,6278.67634823,1709.26405584
Uganda,UGA,2005,7338.11346887,1922.62022501
Uganda,UGA,2006,7598.80246211,1919.12819482
Uganda,UGA,2010,7953.1926195,1656.57393639
Uganda,UGA,2016,9132.0414091,1313.51251072
Ukraine,UKR,1990,112808.442375,15847.9826818
Ukraine,UKR,1995,144317.172143,17236.1401991
Ukraine,UKR,2000,122777.24881,16555.877942
Ukraine,UKR,2005,123642.101091,17224.9207122
Ukraine,UKR,2006,117087.259336,16232.0788615
Ukraine,UKR,2010,96165.3449069,13964.1224634
Ukraine,UKR,2016,84874.6174869,12768.162157
United Arab Emirates,ARE,1990,393.627968333,99.987695361
United Arab Emirates,ARE,1995,514.4093201,126.573894742
United Arab Emirates,ARE,2000,605.482718569,143.676730997
United Arab Emirates,ARE,2005,792.497814836,170.281693314
United Arab Emirates,ARE,2006,890.411500981,182.573641344
United Arab Emirates,ARE,2010,1640.79447822,274.260666796
United Arab Emirates,ARE,2016,2599.68810065,455.873756836
United Kingdom,GBR,1990,146733.156904,8366.48245885
United Kingdom,GBR,1995,134116.797958,7548.41831662
United Kingdom,GBR,2000,121347.588743,5719.06765152
United Kingdom,GBR,2005,113506.378736,4442.80577169
United Kingdom,GBR,2006,111051.210497,4284.27222945
United Kingdom,GBR,2010,106171.817389,3834.42511471
United Kingdom,GBR,2016,111254.489463,4012.8030794
United States,USA,1990,426674.381077,19472.235383
United States,USA,1995,442369.884427,19011.0048509
United States,USA,2000,456516.219517,17878.3839744
United States,USA,2005,459228.237696,15537.2404131
United States,USA,2006,453193.055724,15178.6485157
United States,USA,2010,440940.888401,14289.7127348
United States,USA,2016,479696.142039,15628.4896947
United States Virgin Islands,VIR,1990,51.140807251,7.05945420037
United States Virgin Islands,VIR,1995,61.5531599791,8.34809349565
United States Virgin Islands,VIR,2000,72.82638171,8.57012983216
United States Virgin Islands,VIR,2005,81.1487286487,9.52591246585
United States Virgin Islands,VIR,2006,83.2902832498,10.1384285828
United States Virgin Islands,VIR,2010,89.4286019196,12.0223022529
United States Virgin Islands,VIR,2016,94.3529158257,13.6426712381
Uruguay,URY,1990,5264.87292023,587.238334303
Uruguay,URY,1995,5428.64497648,574.627613087
Uruguay,URY,2000,5211.41032722,484.544619854
Uruguay,URY,2005,5049.81908507,425.402881749
Uruguay,URY,2006,4993.9265747,415.774226742
Uruguay,URY,2010,4949.03713158,388.38247668
Uruguay,URY,2016,4815.3767628,362.301382071
Uzbekistan,UZB,1990,9861.76771395,2617.44761194
Uzbekistan,UZB,1995,12846.5575939,3976.54761412
Uzbekistan,UZB,2000,14312.8872955,4704.23380456
Uzbekistan,UZB,2005,15707.9310739,5462.65860741
Uzbekistan,UZB,2006,15413.8307184,5375.17111838
Uzbekistan,UZB,2010,14328.8264588,4963.67581246
Uzbekistan,UZB,2016,14431.9443266,4566.55501861
Vanuatu,VUT,1990,172.238211827,18.7016044977
Vanuatu,VUT,1995,195.251940521,22.5311745788
Vanuatu,VUT,2000,205.931548244,26.4022899776
Vanuatu,VUT,2005,216.00359128,31.3711779503
Vanuatu,VUT,2006,215.144189617,32.682220973
Vanuatu,VUT,2010,220.308876684,39.9904675875
Vanuatu,VUT,2016,257.583622027,48.3153678318
Venezuela,VEN,1990,8886.02385896,1520.37365447
Venezuela,VEN,1995,9712.52460202,1534.11208249
Venezuela,VEN,2000,10568.576367,1555.70704825
Venezuela,VEN,2005,11709.2691899,1612.20355093
Venezuela,VEN,2006,12416.3249968,1672.38169606
Venezuela,VEN,2010,13646.169303,1912.64533312
Venezuela,VEN,2016,15270.4216106,2343.18210023
Vietnam,VNM,1990,79415.5112207,8113.9429483
Vietnam,VNM,1995,94700.9649395,8857.72859792
Vietnam,VNM,2000,104565.368604,10398.4522539
Vietnam,VNM,2005,110884.648317,10810.8631431
Vietnam,VNM,2006,112223.053828,10777.8607627
Vietnam,VNM,2010,114001.006585,10787.6101547
Vietnam,VNM,2016,124044.169728,11051.0219975
Wales,,1990,8253.78436214,468.392391544
Wales,,1995,7527.89605327,400.315397444
Wales,,2000,6639.85032892,310.261400371
Wales,,2005,6064.71341637,238.949968604
Wales,,2006,5926.87693991,232.939495626
Wales,,2010,5731.05043616,228.844083158
Wales,,2016,6058.8022262,249.139824029
Western Europe,,1990,652217.563415,45252.9745069
Western Europe,,1995,631559.339448,40710.6341044
Western Europe,,2000,605124.694414,35492.4039795
Western Europe,,2005,586475.76246,30793.1726444
Western Europe,,2006,583634.195568,29934.5523013
Western Europe,,2010,584172.300984,27704.4479219
Western Europe,,2016,588970.777327,28102.1038138
Western Sub-Saharan Africa,,1990,43296.4720294,16892.273666
Western Sub-Saharan Africa,,1995,47964.4087318,17537.5191019
Western Sub-Saharan Africa,,2000,52405.822746,18988.0725125
Western Sub-Saharan Africa,,2005,50054.5028992,18690.0762388
Western Sub-Saharan Africa,,2006,50058.3401696,18485.2740453
Western Sub-Saharan Africa,,2010,51514.1643469,17700.6853853
Western Sub-Saharan Africa,,2016,56539.1203176,16838.9736166
World,OWID_WRL,1990,5069964.24112,946041.661338
World,OWID_WRL,1995,5638455.98938,939680.751038
World,OWID_WRL,2000,5944432.09181,896958.572229
World,OWID_WRL,2005,6162624.02877,857421.562901
World,OWID_WRL,2006,6081953.68607,848702.265582
World,OWID_WRL,2010,6171668.24462,859432.975053
World,OWID_WRL,2016,6321097.95638,883930.780003
Yemen,YEM,1990,6237.61269417,2405.77906963
Yemen,YEM,1995,9212.49773551,2664.30839615
Yemen,YEM,2000,9952.4551767,2785.34206463
Yemen,YEM,2005,10333.5356988,2820.2229195
Yemen,YEM,2006,10311.6816605,2721.20894119
Yemen,YEM,2010,10045.1348597,2523.41336868
Yemen,YEM,2016,12267.4026103,2585.59821347
Zambia,ZMB,1990,1808.35892596,1699.21205279
Zambia,ZMB,1995,2972.93536926,1654.92149432
Zambia,ZMB,2000,4424.72818136,1403.10620467
Zambia,ZMB,2005,5849.36760651,1177.9732206
Zambia,ZMB,2006,6068.16316358,1173.07268805
Zambia,ZMB,2010,6915.59806013,1146.72812188
Zambia,ZMB,2016,7087.24040257,880.434334734
Zimbabwe,ZWE,1990,4270.75705769,859.705871884
Zimbabwe,ZWE,1995,4021.60192084,909.942073265
Zimbabwe,ZWE,2000,6527.62491722,1123.56203041
Zimbabwe,ZWE,2005,8358.07255849,1163.15039822
Zimbabwe,ZWE,2006,8393.00762873,1161.10713359
Zimbabwe,ZWE,2010,8369.38491069,1196.19711917
Zimbabwe,ZWE,2016,7359.65459006,1037.20529708
